Grapheme	IPA	SCA	LANGUAGES	FREQUENCY	EXAMPLES	CODEPOINTS
^	NULL			13	ấm;ấm;(vải)_lanh;ở;(mùa)_đông	U+005E
$	NULL			406	thế_giới;bụi;núi;đồi;đảo	U+0024
(	NULL			11	chữa_(bệnh);(vải)_lanh;chìa_(khoá);lưu_(lại);(mùa)_đông	U+0028
)	NULL			11	chữa_(bệnh);(vải)_lanh;chìa_(khoá);lưu_(lại);(mùa)_đông	U+0029
^m$	m	M	Vietnamese	1	m	U+005E U+006D U+0024
^ổ$	ổ/oʊ	U	Vietnamese	1	ổ	U+005E U+1ED5 U+0024
a	a	A	Vietnamese	51	hang;than_hồng;than;gia_đình;ngan	U+0061
à	à/a	A	Vietnamese	57	đàn_ông;đàn_bà;đàn_ông_có_vợ;đàn_bà_có_chồng;đàn_bà_có_chồng	U+00E0
á	á/a	A	Vietnamese	80	cát;vách_đá;đá_ngầm;thác_nước;ánh_sáng	U+00E1
ã	ã/a	A	Vietnamese	1	hãm	U+00E3
ạ	ạ/a	A	Vietnamese	42	người_bạn_trai;lạc_đà;bọ_cạp;mạng_nhện;tĩnh_mạch	U+1EA1
ả	ả/a	A	Vietnamese	18	quả_phụ;cảm;quả_hạch;quả_đấu;thảm	U+1EA3
^a	a	A	Vietnamese	11	anh_em;anh;anh_chị_em;anh_chị_em_họ;aó_choàng	U+005E U+0061
^á	á/a	A	Vietnamese	3	ánh_sáng;ác;ách	U+005E U+00E1
a$	a	A	Vietnamese	27	ta;chúng_ta;la;ba_ba;da	U+0061 U+0024
ai	aɪ	A		34	trai;con_trai;người_bạn_trai;con_trai;em_trai	U+0061 U+0069
ao	aʊ	A		15	cù_lao;triều_cao;sao;tao;dao	U+0061 U+006F
à$	à/a	A	Vietnamese	16	đàn_bà;bà;bà;gà;gà	U+00E0 U+0024
ài	ài/aɪ	A		9	aó_dài;kéo_dài_ra;ngoài;dài;một_vài	U+00E0 U+0069
ào	ào/aʊ	A		12	sào;bột_nhào;nhào;rào;đào	U+00E0 U+006F
á$	á/a	A	Vietnamese	21	vách_đá;phá;đá;đá;cá	U+00E1 U+0024
ái	ái/aɪ	A		27	gái;con_gái;con_gái;chị_em_gái;em_gái	U+00E1 U+0069
áo	áo/aʊ	A		16	cáo;cháo;giáo_viên;húyt_sáo;báo	U+00E1 U+006F
ãi	ãi/aɪ	A		1	sự_cãi_nhau	U+00E3 U+0069
ão	ão/aʊ	A		1	bão	U+00E3 U+006F
ạ$	ạ/a	A	Vietnamese	3	dạ;đe_doạ;người_lạ	U+1EA1 U+0024
ại	ại/aɪ	A		20	đại_lục;đại_dương;chim_đại_bàng;đại_tiện;lại	U+1EA1 U+0069
ạo	ạo/aʊ	A		6	cạo;dao_cạo;gạo;kiêu_ngạo;giảng_đạo	U+1EA1 U+006F
ả$	ả/a	A	Vietnamese	7	gả;iả;mả;quả;trả	U+1EA3 U+0024
ải	ải/aɪ	A		11	vải;(vải)_lanh;khung_cửi_dệt_vải;chải;dải_viền	U+1EA3 U+0069
ảo	ảo/aʊ	A		6	đảo;chảo;bảo_quản;bảo_vệ;người_bảo_vệ	U+1EA3 U+006F
v	v	B	Vietnamese	40	lưu_vực;cầu_vồng;đàn_ông_có_vợ;bố_vợ;mẹ_vợ	U+0076
^v	v	B	Vietnamese	53	vách_đá;vịnh;vợ;vật_nuôi;vịt	U+005E U+0076
ph	f	B	Vietnamese	18	quả_phụ;thực_phẩm;y_phục;xà_phòng;bộ_phận	U+0070 U+0068
^ph	f	B	Vietnamese	20	phá;phổi;phó_mát;phòng;phá_hoại	U+005E U+0070 U+0068
ch	c	C	Vietnamese	37	vách_đá;đốt_cháy;đàn_bà_có_chồng;anh_chị_em;anh_chị_em_họ	U+0063 U+0068
tr	ʈʂ	C		26	mặt_trời;mặt_trăng;con_trai;người_bạn_trai;con_trai	U+0074 U+0072
^ch	c	C	Vietnamese	104	chớp;chớp;cháy;chồng;chị_em_gái	U+005E U+0063 U+0068
^tr	ʈʂ	C		47	triều;triều_thấp;triều_cao;trời;tro	U+005E U+0074 U+0072
ch$	c	C	Vietnamese	24	ếch;tĩnh_mạch;nách;lách;thương_tích	U+0063 U+0068 U+0024
e	e	E	Vietnamese	19	anh_em;chị_em_gái;anh_chị_em;anh_chị_em_họ;len	U+0065
â	â/ʌ	E	Vietnamese	57	mây;con_dâu;bồ_câu;vây_cá;sâu_bọ	U+00E2
è	è/e	E	Vietnamese	4	thợ_rèn;rèn;kèn;tắc_kè_hoa	U+00E8
é	é/e	E	Vietnamese	9	bọ_chét;nạn_đói_kém;chén;chén;quét	U+00E9
ê	ê/e	E	Vietnamese	41	diêm;tổ_tiên;con_trai_riêng;con_gái_riêng;dê_đực	U+00EA
ă	ă/ɐ	E	Vietnamese	28	mặt_trăng;người_chăn_súc_vật;răng;răng_hàm;đồ_ăn	U+0103
ơ	ơ/ɤ	E	Vietnamese	26	đại_dương;sương;sương_mù;lươn;bươm_bướm	U+01A1
ấ	ấ/ʌ	E	Vietnamese	44	đất;đất;mũi_đất;triều_thấp;sấm	U+1EA5
ầ	ầ/ʌ	E	Vietnamese	35	đá_ngầm;đầm_lầy;đầm_lầy;cầu_vồng;đầu	U+1EA7
ẩ	ẩ/ʌ	E	Vietnamese	6	thực_phẩm;bẩn;lòng_trắc_ẩn;lẩm_bẩm;lẩm_bẩm	U+1EA9
ẫ	ẫ/ʌ	E	Vietnamese	7	nhẫn;rẫy;dẫn;sẫm;bẫy_cá	U+1EAB
ậ	ậ/ʌ	E	Vietnamese	33	cậu;hậu_duệ;động_mật;vật_nuôi;người_chăn_súc_vật	U+1EAD
ắ	ắ/ɐ	E	Vietnamese	44	tắt;rắn;mắt;bắp_chân;hắt_hơi	U+1EAF
ằ	ằ/ɐ	E	Vietnamese	7	đồng_bằng;thằn_lằn;thằn_lằn;cằm;nằm	U+1EB1
ẳ	ẳ/ɐ	E	Vietnamese	1	thẳng	U+1EB3
ẵ	ẵ/ɐ	E	Vietnamese	2	sẵn_sàng;nhẵn	U+1EB5
