Grapheme	IPA	SCA	LANGUAGES	FREQUENCY	EXAMPLES	CODEPOINTS
^	NULL			518	-chafuka;-unguza;-ungua;-waka;-washa	U+005E
$	NULL			37	maporomoko_(ya_maji);tetemeko_(la_ardhi);upinde_(wa_mvua);makaa_(ya_moto);nguruwe_(mwitu)	U+0024
(	NULL			39	maji_(ya)_kujaa_na_kupwa;maporomoko_(ya_maji);tetemeko_(la_ardhi);upinde_(wa_mvua);makaa_(ya_moto)	U+0028
)	NULL			38	maji_(ya)_kujaa_na_kupwa;maporomoko_(ya_maji);tetemeko_(la_ardhi);upinde_(wa_mvua);makaa_(ya_moto)	U+0029
…$	NULL		Swahili	2	-wa_na_…;-kaa_na_…	U+2026 U+0024
a	a	A	Swahili	1092	nchi_kavu;matope;mchanga;mwamba;tambarare	U+0061
^A	A/a	A	Swahili	1	Alhamisi	U+005E U+0041
^a	a	A	Swahili	22	anga;arusi;ami;afya;asali	U+005E U+0061
a$	a	A	Swahili	734	dunia;mchanga;mlima;kilima;mwamba	U+0061 U+0024
aa	aː	A	Swahili	10	maji_(ya)_kujaa_na_kupwa;makaa_(ya_moto);-kaanga;kikaango;kitambaa_gandamizo	U+0061 U+0061
aa$	aː	A	Swahili	37	maji_kujaa;makaa;jamaa;jamaa;taa	U+0061 U+0061 U+0024
f	f	B	Swahili	120	ufuko;-chafuka;tufani;barafu;mfugo	U+0066
v	v	B	Swahili	55	nchi_kavu;povu;kivuli;jivu;shavu_(la_samaki)	U+0076
^f	f	B	Swahili	16	familia;fahali;farasi;fuvu;figo	U+005E U+0066
^v	v	B	Swahili	4	vumbi;viwele;vipi;vita	U+005E U+0076
mv	ⁿv	B		7	upinde_(wa_mvua);matamvua_(ya_samaki);chumvi;utomvu;jamvi	U+006D U+0076
^mv	ⁿv	B		7	mvua;mvulana;mvinyo;mviringo;mviringo	U+005E U+006D U+0076
dh	ð	D	Swahili	13	tetemeko_(la_ardhi);fedha;-hifadhi;-hifadhi;fedha	U+0064 U+0068
th	θ	D	Swahili	2	-thubutu;kiatu_cha_theluji	U+0074 U+0068
^dh	ð	D	Swahili	8	dhoruba;dhuria;dhakari;dhaifu;dhahabu	U+005E U+0064 U+0068
^th	θ	D	Swahili	1	theluji	U+005E U+0074 U+0068
