Grapheme	IPA	SCA	LANGUAGES	FREQUENCY	EXAMPLES	CODEPOINTS
^	NULL			54	‘ño̲ho̲;‘ño̲ho̲;’ranxu;‘rame;‘mu̲i	U+005E
$	NULL			7	nsoki_(bojä);nze̲di_zaa_(hingi_hu̲);o;o;nsoki_(bojä)	U+0024
(	NULL			16	ts'ib(u̲)do;zim(u̲)xudi;nsoki_(bojä);nze̲di_zaa_(hingi_hu̲);dehe_'yomu(n)hño_ngizá	U+0028
)	NULL			16	ts'ib(u̲)do;zim(u̲)xudi;nsoki_(bojä);nze̲di_zaa_(hingi_hu̲);dehe_'yomu(n)hño_ngizá	U+0029
_	NULL		Otomi	439	hai_mbo_dehe;hai_mbo_dehe;nts'ä_hai;'ñäni_dehe;dehe_hingi_hets’i	U+005F
'_	NULL		Otomi	1	ni'_nandi	U+0027 U+005F
?$	NULL		Otomi	21	temu?;hanja('ä)?;honja('ä)?;yogo('ä)?;tengu?	U+003F U+0024
^e̲$	æ	E	Otomi	1	e̲	U+005E U+0065 U+0332 U+0024
^a̲$	ɔ	U	Otomi	1	a̲	U+005E U+0061 U+0332 U+0024
^u$	u	Y	Otomi	1	u	U+005E U+0075 U+0024
^-‘bya$	+ ˀb j a	_ P J A		1	-‘bya	U+005E U+002D U+2018 U+0062 U+0079 U+0061 U+0024
a	a	A	Otomi	498	hai;hai;fonthai;'batha;'batha	U+0061
á	á/a	A	Otomi	2	xokwi_yá_da̲;jár_hyo	U+00E1
^a	a	A	Otomi	20	animä;asete;arko;arros;ar_nga̲t'i	U+005E U+0061
^á	á/a	A	Otomi	1	ár_thuhu	U+005E U+00E1
a$	a	A	Otomi	228	'batha;'batha;kweba;xa;‘bipa	U+0061 U+0024
aa	aː	A	Otomi	5	nze̲di_zaa_(hingi_hu̲);maazaa;maa_zaa;zaa_'mat'i;zaa_nt'a̲'mu̲ha̲i	U+0061 U+0061
á$	á/a	A	Otomi	2	padá;dehe_'yomu(n)hño_ngizá	U+00E1 U+0024
aa$	aː	A	Otomi	25	mbozaa;zaa;zaa;däzaa;mbozaa	U+0061 U+0061 U+0024
f	f	B	Otomi	94	'bifi;mfe̲ts'i;delfin;tafni;ndo̲fni	U+0066
^f	f	B	Otomi	33	fonthai;fu̲gi;faspi;fe̲ts'i;fani	U+005E U+0066
